,Trusted,YFinance,Diff
2009-12-11,21.59,21.59000015258789,1.5258789076710855e-07
2009-12-14,21.15,21.149999618530273,3.8146972514141453e-07
2009-12-15,21.49,21.489999771118164,2.2888183437430598e-07
2009-12-16,20.54,20.540000915527344,9.155273446026513e-07
2009-12-17,22.51,22.510000228881836,2.2888183437430598e-07
2009-12-18,21.68,21.68000030517578,3.051757815342171e-07
2009-12-21,20.49,20.489999771118164,2.2888183437430598e-07
2009-12-22,19.54,19.540000915527344,9.155273446026513e-07
2009-12-23,19.71,19.709999084472656,9.155273446026513e-07
2009-12-24,19.47,19.469999313354492,6.866455066756316e-07
2009-12-28,19.93,19.93000030517578,3.051757815342171e-07
2009-12-29,20.01,20.010000228881836,2.2888183437430598e-07
2009-12-30,19.96,19.959999084472656,9.155273446026513e-07
2009-12-31,21.68,21.68000030517578,3.051757815342171e-07
2010-01-04,20.04,20.040000915527344,9.155273446026513e-07
2010-01-05,19.35,19.350000381469727,3.8146972514141453e-07
2010-01-06,19.16,19.15999984741211,1.5258789076710855e-07
2010-01-07,19.06,19.059999465942383,5.340576159085231e-07
2010-01-08,18.13,18.1299991607666,8.392333974427402e-07
2010-01-11,17.55,17.549999237060547,7.629394538355427e-07
2010-01-12,18.25,18.25,0.0
2010-01-13,17.85,17.850000381469727,3.8146972514141453e-07
2010-01-14,17.63,17.6299991607666,8.392333974427402e-07
2010-01-15,17.91,17.90999984741211,1.5258789076710855e-07
2010-01-19,17.58,17.579999923706055,7.629394360719743e-08
2010-01-20,18.68,18.68000030517578,3.051757815342171e-07
2010-01-21,22.27,22.270000457763672,4.5776367230132564e-07
2010-01-22,27.31,27.309999465942383,5.340576159085231e-07
2010-01-25,25.41,25.40999984741211,1.5258789076710855e-07
2010-01-26,24.55,24.549999237060547,7.629394538355427e-07
2010-01-27,23.14,23.139999389648438,6.103515630684342e-07
2010-01-28,23.73,23.729999542236328,4.5776367230132564e-07
2010-01-29,24.62,24.6200008392334,8.392333974427402e-07
2010-02-01,22.59,22.59000015258789,1.5258789076710855e-07
2010-02-02,21.48,21.479999542236328,4.5776367230132564e-07
2010-02-03,21.6,21.600000381469727,3.8146972514141453e-07
2010-02-04,26.08,26.079999923706055,7.629394360719743e-08
2010-02-05,26.11,26.110000610351562,6.103515630684342e-07
2010-02-08,26.51,26.510000228881836,2.2888183437430598e-07
2010-02-09,26.0,26.0,0.0
2010-02-10,25.4,25.399999618530273,3.8146972514141453e-07
2010-02-11,23.96,23.959999084472656,9.155273446026513e-07
2010-02-12,22.73,22.729999542236328,4.5776367230132564e-07
2010-02-16,22.25,22.25,0.0
2010-02-17,21.72,21.719999313354492,6.866455066756316e-07
2010-02-18,20.63,20.6299991607666,8.392333974427402e-07
2010-02-19,20.02,20.020000457763672,4.5776367230132564e-07
2010-02-22,19.94,19.940000534057617,5.340576159085231e-07
2010-02-23,21.37,21.3700008392334,8.392333974427402e-07
2010-02-24,20.27,20.270000457763672,4.5776367230132564e-07
2010-02-25,20.1,20.100000381469727,3.8146972514141453e-07
2010-02-26,19.5,19.5,0.0
2010-03-01,19.26,19.260000228881836,2.2888183437430598e-07
2010-03-02,19.06,19.059999465942383,5.340576159085231e-07
2010-03-03,18.83,18.829999923706055,7.629394360719743e-08
2010-03-04,18.72,18.719999313354492,6.866455066756316e-07
2010-03-05,17.42,17.420000076293945,7.629394360719743e-08
2010-03-08,17.79,17.790000915527344,9.155273446026513e-07
2010-03-09,17.92,17.920000076293945,7.629394360719743e-08
2010-03-10,18.57,18.56999969482422,3.051757815342171e-07
2010-03-11,18.06,18.059999465942383,5.340576159085231e-07
2010-03-12,17.58,17.579999923706055,7.629394360719743e-08
2010-03-15,18.0,18.0,0.0
2010-03-16,17.69,17.690000534057617,5.340576159085231e-07
2010-03-17,16.91,16.90999984741211,1.5258789076710855e-07
2010-03-18,16.62,16.6200008392334,8.392333974427402e-07
2010-03-19,16.97,16.969999313354492,6.866455066756316e-07
2010-03-22,16.87,16.8700008392334,8.392333974427402e-07
2010-03-23,16.35,16.350000381469727,3.8146972514141453e-07
2010-03-24,17.55,17.549999237060547,7.629394538355427e-07
2010-03-25,18.4,18.399999618530273,3.8146972514141453e-07
2010-03-26,17.77,17.770000457763672,4.5776367230132564e-07
2010-03-29,17.59,17.59000015258789,1.5258789076710855e-07
2010-03-30,17.13,17.1299991607666,8.392333974427402e-07
2010-03-31,17.59,17.59000015258789,1.5258789076710855e-07
2010-04-01,17.47,17.469999313354492,6.866455066756316e-07
2010-04-05,17.02,17.020000457763672,4.5776367230132564e-07
2010-04-06,16.23,16.229999542236328,4.5776367230132564e-07
2010-04-07,16.62,16.6200008392334,8.392333974427402e-07
2010-04-08,16.48,16.479999542236328,4.5776367230132564e-07
2010-04-09,16.14,16.139999389648438,6.103515630684342e-07
2010-04-12,15.58,15.579999923706055,7.629394538355427e-08
2010-04-13,16.2,16.200000762939453,7.629394538355427e-07
2010-04-14,15.59,15.59000015258789,1.5258789076710855e-07
2010-04-15,15.89,15.890000343322754,3.433227533378158e-07
2010-04-16,18.36,18.360000610351562,6.103515630684342e-07
2010-04-19,17.34,17.34000015258789,1.5258789076710855e-07
2010-04-20,15.73,15.729999542236328,4.5776367230132564e-07
2010-04-21,16.32,16.31999969482422,3.051757815342171e-07
2010-04-22,16.47,16.469999313354492,6.866455066756316e-07
2010-04-23,16.62,16.6200008392334,8.392333974427402e-07
2010-04-26,17.47,17.469999313354492,6.866455066756316e-07
2010-04-27,22.81,22.809999465942383,5.340576159085231e-07
2010-04-28,21.08,21.079999923706055,7.629394360719743e-08
2010-04-29,18.44,18.440000534057617,5.340576159085231e-07
2010-04-30,22.05,22.049999237060547,7.629394538355427e-07
2010-05-03,20.19,20.190000534057617,5.340576159085231e-07
2010-05-04,23.84,23.84000015258789,1.5258789076710855e-07
2010-05-05,24.91,24.90999984741211,1.5258789076710855e-07
2010-05-06,32.8,32.79999923706055,7.629394502828291e-07
2010-05-07,40.95,40.95000076293945,7.629394502828291e-07
2010-05-10,28.84,28.84000015258789,1.5258789076710855e-07
2010-05-11,28.32,28.31999969482422,3.051757815342171e-07
2010-05-12,25.52,25.520000457763672,4.5776367230132564e-07
2010-05-13,26.68,26.68000030517578,3.051757815342171e-07
2010-05-14,31.24,31.239999771118164,2.2888183437430598e-07
2010-05-17,30.84,30.84000015258789,1.5258789076710855e-07
2010-05-18,33.55,33.54999923706055,7.629394502828291e-07
2010-05-19,35.32,35.31999969482422,3.051757815342171e-07
2010-05-20,45.79,45.790000915527344,9.155273446026513e-07
2010-05-21,40.1,40.099998474121094,1.5258789076710855e-06
2010-05-24,38.32,38.31999969482422,3.051757815342171e-07
2010-05-25,34.61,34.61000061035156,6.103515630684342e-07
2010-05-26,35.02,35.02000045776367,4.5776366874861196e-07
2010-05-27,29.68,29.68000030517578,3.051757815342171e-07
2010-05-28,32.07,32.06999969482422,3.051757815342171e-07
2010-06-01,35.54,35.540000915527344,9.155273446026513e-07
2010-06-02,30.17,30.170000076293945,7.629394360719743e-08
2010-06-03,29.46,29.459999084472656,9.155273446026513e-07
2010-06-04,35.48,35.47999954223633,4.5776366874861196e-07
2010-06-07,36.57,36.56999969482422,3.051757815342171e-07
2010-06-08,33.7,33.70000076293945,7.629394502828291e-07
2010-06-09,33.73,33.72999954223633,4.5776366874861196e-07
2010-06-10,30.57,30.56999969482422,3.051757815342171e-07
2010-06-11,28.79,28.790000915527344,9.155273446026513e-07
2010-06-14,28.58,28.579999923706055,7.629394360719743e-08
